Batch Number,Frequent Itemset,Frequency
4,9728,-14705
4,14240 7193,-14704
4,6287 7617,-14698
4,15296,-14695
4,11521 14240 16377,-14689
4,10947 7057,-14671
4,11521 14240 3938,-14669
4,14691 16377,-14662
4,10042 11521 7057 7230,-14659
4,11521 14240 16265 7057,-14655
4,11521 14240 2862,-14649
4,11521 14240 7057 9628,-14644
4,14961 2452 9628,-14640
4,3371,-14639
4,11521 12870 2452,-14638
4,10042 11521 14240 14961,-14631
4,11521 14240 14550 7057,-14626
4,13255,-14619
4,14240 16265 7057 7230,-14618
4,14240 2452 2862,-14612
4,10042 14961 7057 7230,-14608
4,10042 2452 7057 7230,-14605
4,14961 2782,-14602
4,11521 14691 14961,-14595
4,11443 11521,-14591
4,11521 14240 2452 5582 7057 7230,-14583
4,11283 7230,-14570
4,12870 2782,-14569
4,17355,-14565
4,2782 7230,-14565
4,10042 14240 14961 2452,-14553
4,14240 16954 7057,-14549
4,14240 14550 7057 7230,-14546
4,14240 14961 2452 5582 7057,-14543
4,14621 2782,-14536
4,14550 5732,-14532
4,14240 7057 7230 9628,-14527
4,14550 6971,-14523
4,10947 7230,-14518
4,2452 5926,-14511
4,16954 7057 7230,-14505
4,14691 14961 7057,-14502
4,4123,-14502
4,10947 14961,-14498
4,14691 14961 2452,-14489
4,11283 14961,-14487
4,11521 5926,-14483
4,14240 16377 2452,-14482
4,16954 17157,-14471
4,11521 16265 2452 5582 9628,-14469
4,11521 14550 2452 7057,-14468
4,11521 14961 5582 7057 7230,-14467
4,11521 2452 6974,-14463
4,12870 4306,-14463
4,14185,-14461
4,8393,-14461
4,11521 14240 14961 5582 7230,-14456
4,14550 3938,-14455
4,10042 6974,-14454
4,10042 14240 14961 7057,-14448
4,11521 14961 2452 5582 7057,-14448
4,14240 14550 2452 7057,-14448
4,11283 14550 2782,-14446
4,10042 11521 14961 2452,-14428
4,11521 14240 16265 5582 9628,-14413
4,14240 16265 2452 7057,-14413
4,10947 5582,-14410
4,14240 2452 3938,-14406
4,11521 16265 2452 7057,-14393
4,11521 14240 16265 7230,-14391
4,12870 16377,-14391
4,11064 5732,-14390
4,14240 14961 2452 5582 7230,-14386
4,10947 14691,-14379
4,16384 16954,-14379
4,5614,-14373
4,11781 14240,-14362
4,14240 2452 7057 9628,-14362
4,11521 14240 14961 16265,-14354
4,5293,-14340
4,14961 2452 5582 7057 7230,-14339
4,11521 2452 7057 9628,-14338
4,14961 16265 7057 7230,-14334
4,11521 14240 14550 7230,-14330
4,16265 5582 7057 7230,-14330
4,11521 14240 16265 2452 9628,-14325
4,10042 11089,-14322
4,14240 14550 2452 7230,-14319
4,10042 11521 14240 2452 7057,-14316
4,12870 2862,-14312
4,12338 17627,-14310
4,14240 16265 2452 7230,-14306
4,11521 14240 14691 7057,-14304
4,11521 16265 7057 7230,-14297
4,11521 16954 7057,-14295
4,11521 14240 7230 9628,-14292
4,14691 6974,-14289
4,14240 16954 7230,-14285
4,14240 1905 7057,-14282
4,14240 14961 16954,-14278
4,11443 12338,-14261
4,11443 2452,-14258
4,14240 16265 5582 7057,-14258
4,10042 14240 14961 7230,-14257
4,1905 9628,-14257
4,14691 14961 7230,-14256
4,11521 14550 2452 7230,-14246
4,14550 16265 5582,-14236
4,5926 6974,-14232
4,11521 16265 2452 7230,-14229
4,10042 11283 16954,-14226
4,11089 4306,-14216
4,11521 14240 14550 14961,-14216
4,11521 12870 14240,-14213
4,11521 14550 7057 7230,-14210
4,13402,-14208
4,11521 14240 14961 9628,-14207
4,11521 7057 7230 9628,-14205
4,11521 14961 2452 5582 7230,-14202
4,12293 5582,-14194
4,14240 14961 16265 7057,-14194
4,14240 5582 7057 9628,-14193
4,5582 7057 7230 9628,-14193
4,798,-14191
4,11283 9628,-14189
4,14550 7193,-14188
4,14961 7057 7230 9628,-14188
4,5760,-14183
4,14240 14961 16265 2452,-14182
4,12870 14240 2452,-14180
4,11089 11521 14240 2452,-14170
4,14691 16265 5582,-14169
4,13763,-14166
4,12293 17157,-14163
4,11521 14691 2452 7057,-14154
4,14240 16265 2452 5582 9628,-14151
4,1905 7057 7230,-14143
4,10042 11521 16265,-14142
4,14240 2452 7230 9628,-14141
4,14550 14961 7057 7230,-14138
4,14240 14550 14961 2452,-14136
4,10947 16954,-14135
4,11521 1905 7057,-14134
4,14550 2452 7057 7230,-14133
4,10042 14240 16265,-14132
4,11089 16377,-14129
4,16265 2452 7057 7230,-14129
4,2743,-14107
4,10042 11521 14240 2452 7230,-14106
4,16265 7057 9628,-14105
4,8915,-14102
4,11283 14313,-14100
4,14240 14961 7057 9628,-14098
4,14691 5926,-14098
4,10042 16265 2452,-14097
4,10042 11521 14961 7057,-14092
4,16954 2452 7057,-14082
4,14240 14691 2452 7057,-14080
4,14240 1905 7230,-14080
4,14240 16265 5582 7230,-14078
4,571 6974,-14076
4,11521 2452 7230 9628,-14074
4,14240 14961 16265 5582,-14061
4,11521 14240 14961 2452 5582 7057,-14058
4,11064 14454,-14057
4,11521 12338,-14054
4,10042 11521 14240 7057 7230,-14052
4,3860,-14048
4,13728 2862,-14042
4,14240 14691 7057 7230,-14037
4,14240 14961 1905,-14036
4,10042 11521 14240 16954 2452,-14032
4,11521 14961 16265 2452,-14030
4,11064 11521 14240,-14026
4,2452 7057 7230 9628,-14023
4,11521 14240 14691 7230,-14021
4,11521 14240 14961 5582 7057 7230,-14019
4,15070,-14017
4,14240 14550 14961 7057,-14016
4,14550 5582 9628,-14016
4,14240 14961 16265 7230,-14015
4,11064 14240 2452,-13999
4,10042 11521 2452 5582,-13996
4,10451,-13994
4,11283 14550 4306,-13993
4,11521 14550 14961 2452,-13990
4,14240 14961 2452 9628,-13990
4,16954 2452 7230,-13981
4,10042 14961 2452 7057,-13972
4,11521 16265 5582 7057,-13969
4,11521 16954 7230,-13956
4,16265 7230 9628,-13955
4,1905 2452 7057,-13954
4,11521 14691 2452 7230,-13952
4,13728 7057,-13952
4,4545,-13952
4,14961 16954 7057,-13949
4,11077,-13945
4,14240 14691 2452 7230,-13943
4,2862 3962,-13938
4,10042 14240 2452 7057 7230,-13933
4,10042 11521 2452 7057 7230,-13930
4,12338 14240,-13928
4,11521 14240 16265 2452 7057,-13913
4,14240 5582 7230 9628,-13913
4,14550 8596,-13909
4,16707,-13908
5,11521,-57885
5,11283,-57138
5,14550,-56916
5,2452,-56577
5,16377,-55633
5,14240,-55467
5,1905,-49411
5,3962,-47679
5,11521 2452,-46610
5,16954,-44964
5,4306,-44900
5,11521 14240,-44225
5,10042,-43583
5,14240 2452,-42996
5,2782,-42587
5,14691,-42303
5,11064,-42077
5,13728,-41737
5,12293,-41219
5,10947,-40211
5,14621,-39993
5,11521 14240 2452,-39538
5,17157,-39507
5,3938,-38957
5,6287,-38935
5,2862,-37532
5,5582,-36987
5,11089,-36897
5,14313,-36730
5,12870,-36470
5,6974,-35669
5,7057,-34736
5,14961,-34706
5,571,-34658
5,7230,-34595
5,14103,-34038
5,16265,-33369
5,15124,-32696
5,9628,-32537
5,7057 7230,-30892
5,5926,-30762
5,14240 7057,-30287
5,14240 14961,-30003
5,14240 7230,-29948
5,11521 7057,-29635
5,14961 7057,-29415
5,11521 7230,-29142
5,2452 7230,-29061
5,14961 7230,-29049
5,2452 7057,-29044
5,11521 14961,-28831
5,8904,-28765
5,14961 2452,-28495
5,10042 16954,-28427
5,6971,-28121
5,16265 5582,-27825
5,14240 7057 7230,-27719
5,11521 14240 7057,-27654
5,16384,-27642
5,11283 14550,-27607
5,7193,-27603
5,886,-27537
5,5582 9628,-27253
5,14961 7057 7230,-27206
5,11521 2452 7057,-27204
5,11521 14240 7230,-27183
5,14240 2452 7057,-27080
5,11607,-27042
5,11521 7057 7230,-27025
5,1220,-27008
5,11521 14240 14961,-26937
5,14240 2452 7230,-26859
5,11521 2452 7230,-26847
5,14454,-26823
5,4640,-26815
5,5732,-26803
5,6037,-26724
5,2452 7057 7230,-26594
5,14240 14961 2452,-26531
5,14240 14961 7057,-26515
5,11521 14961 2452,-26345
5,11812,-26311
5,11781,-26271
5,3624,-26222
5,14240 14961 7230,-26146
5,15107,-26011
5,11521 14240 2452 7057,-25871
5,11283 16377,-25860
5,17627,-25733
5,7234,-25677
5,11521 14961 7057,-25645
5,11521 14240 7057 7230,-25547
5,11521 14240 2452 7230,-25483
5,5862,-25482
5,7624,-25440
5,14961 2452 7057,-25241
5,16879,-25219
5,11521 14961 7230,-25171
5,11521 2452 7057 7230,-25134
5,11521 14240 14961 2452,-25117
5,14240 2452 7057 7230,-25094
5,12317,-25085
5,17169,-25060
5,11443,-25000
5,14961 2452 7230,-24966
5,16265 9628,-24889
5,14240 14961 7057 7230,-24829
5,11521 1905,-24745
5,7617,-24659
5,8327,-24658
5,3290,-24605
5,14691 2452,-24533
5,11521 14691,-24468
5,12338,-24431
5,11521 14240 14961 7057,-24417
5,1905 2452,-24370
5,14550 2452,-24365
5,11089 3962,-24259
5,11521 14550,-24248
5,12155,-24246
5,14550 16377,-24195
5,14358,-24164
5,6972,-24158
5,11521 14240 2452 7057 7230,-24067
5,10042 2452,-24047
5,10042 11521,-24024
5,11521 14961 7057 7230,-24024
5,14240 14961 2452 7057,-23944
5,11521 14240 14961 7230,-23938
5,11521 14961 2452 7057,-23803
5,14240 14550,-23776
5,457,-23713
5,14961 2452 7057 7230,-23696
5,14240 14961 2452 7230,-23676
5,8596,-23640
5,14240 1905,-23542
5,10042 14240,-23465
5,11521 5582,-23454
5,14240 5582,-23432
5,11521 14961 2452 7230,-23390
5,2452 5582,-23234
5,14621 3962,-23230
5,6029,-23230
5,16668,-23023
5,11521 14240 14961 7057 7230,-22995
5,16265 5582 9628,-22983
5,11521 3962,-22974
5,14240 14691,-22968
5,11521 14240 14961 2452 7057,-22952
5,5317,-22876
5,13614,-22840
5,11283 2782,-22743
5,1110,-22692
5,2913,-22679
5,14550 2782,-22648
5,2452 3962,-22637
5,14550 4306,-22626
5,14240 14961 2452 7057 7230,-22623
5,11521 14240 14961 2452 7230,-22550
5,10042 14550,-22537
5,11521 14961 2452 7057 7230,-22470
5,14240 3962,-22249
5,12582,-22179
5,15844,-22107
5,10042 5582,-22064
5,11283 4306,-22059
5,2372,-22019
5,15582,-22009
5,1962,-21966
5,13728 2782,-21958
5,15205,-21951
5,11283 11521,-21895
5,11283 2452,-21839
5,11521 16954,-21777
5,12870 14550,-21752
5,11521 14240 14961 2452 7057 7230,-21738
5,14621 3938,-21734
5,16377 4306,-21668
5,13081,-21573
5,11521 14691 2452,-21549
5,4577,-21547
5,14550 2862,-21483
5,10042 11521 2452,-21481
5,9960,-21477
5,11521 1905 2452,-21453
5,11283 17157,-21452
5,16954 2452,-21445
5,12232,-21394
5,9340,-21331
5,11521 14550 2452,-21294
5,11521 16265,-21174
5,14240 16265,-21168
5,12293 3290,-21161
5,11521 2782,-21127
5,14240 16954,-21099
5,5496,-21082
5,2452 2782,-21078
5,11521 2452 5582,-21068
5,11283 14240,-21041
5,6206,-21008
5,1905 3962,-20947
5,16265 2452,-20941
5,14410,-20836
5,11521 14240 5582,-20783
5,14240 9628,-20736
5,11521 9628,-20727
5,10042 11521 14240,-20689
5,5085,-20646
5,11521 13728,-20626
5,12293 14550,-20623
5,1798,-20597
5,1865,-20588
5,14550 17157,-20583
5,11521 14240 14550,-20509
5,11040,-20500
5,14240 2452 5582,-20479
5,10042 14240 2452,-20476
5,11521 14240 1905,-20439
5,7745,-20439
5,2452 9628,-20434
5,14240 2782,-20423
5,11283 13728,-20400
5,175,-20398
5,6797,-20365
5,13728 2452,-20354
5,10042 16265,-20348
5,11521 14240 14691,-20340
5,14240 14550 2452,-20309
5,10947 3962,-20291
5,4432,-20280
5,11283 3962,-20254
5,14550 6974,-20234
5,11089 14621,-20192
5,11521 2452 3962,-20181
5,14550 3962,-20126
5,14240 1905 2452,-20059
5,14240 14691 2452,-20055
5,11781 16954,-20036
5,14550 16954,-20031
5,3938 3962,-19917
5,1180,-19890
5,17157 2782,-19877
5,14550 14691,-19865
5,14538,-19827
5,17088,-19825
5,10042 11283,-19761
5,14928,-19744
5,12672,-19730
5,3605,-19715
5,2452 4306,-19628
5,13728 14240,-19614
5,12918,-19536
5,13728 14550,-19517
5,15062,-19472
5,16954 5582,-19468
5,11521 4306,-19455
5,3106,-19433
5,10947 14240,-19428
5,10042 9628,-19415
5,11521 14240 2452 5582,-19361
5,11521 14240 3962,-19317
5,10042 11781,-19303
5,5582 7057,-19276
5,10042 11521 14240 2452,-19252
5,11521 16954 2452,-19249
5,11283 14621,-19240
5,14621 2452,-19233
5,11337,-19164
5,10947 2452,-19157
5,10947 11521,-19150
5,11022,-19149
5,5582 7230,-19140
5,11521 14621,-19134
5,6428,-19131
5,12074,-19124
5,11521 16265 2452,-19076
5,4656,-19073
5,14961 5582,-19056
5,11283 16954,-19038
5,14240 2452 3962,-19015
5,11064 14550,-18989
5,11521 14240 14550 2452,-18949
5,11283 11521 2452,-18938
5,11521 14240 14691 2452,-18915
5,11521 14240 1905 2452,-18901
5,11283 1905,-18895
5,14240 4306,-18879
5,11521 14240 16265,-18859
5,17324,-18752
5,4266,-18751
5,10042 14691,-18747
5,8782,-18703
5,14240 14621,-18660
5,11521 2452 9628,-18657
5,11521 14240 16954,-18600
5,11521 2452 2782,-18595
5,14240 16265 5582,-18591
5,16954 1905,-18579
5,14240 16265 2452,-18559
5,4996,-18557
5,14550 1905,-18544
5,11521 16265 5582,-18529
5,16377 2782,-18523
5,6099,-18523
5,16272,-18510
5,11521 14240 9628,-18479
5,7233,-18474
5,16954 9628,-18431
5,14550 5582,-18387
5,10042 2782,-18373
5,16265 2452 5582,-18345
5,11443 17627,-18339
5,13728 17157,-18319
5,14240 5582 9628,-18296
5,14240 16954 2452,-18291
5,15755,-18264
5,11089 2452,-18246
5,11521 5582 9628,-18223
5,16377 17157,-18167
5,14367,-18166
5,12034,-18158
5,11089 11521,-18142
5,10042 1905,-18136
5,11521 16377,-18135
5,14621 1905,-18133
5,11283 11521 14240,-18129
5,16242,-18126
5,14240 2452 9628,-18122
5,10820,-18114
5,6196,-18103
5,13728 14691,-18094
5,3079,-18088
5,4345,-18047
5,10042 16265 5582,-18039
5,11152,-17995
5,2452 5582 9628,-17986
5,14550 14621,-17976
5,16377 2452,-17952
5,11064 12293,-17939
5,12911,-17933
5,11521 17157,-17898
5,17157 2452,-17894
5,11521 13728 2452,-17881
5,11521 14240 2452 3962,-17881
5,11283 14240 2452,-17877
5,2862 4306,-17858
5,10042 7057,-17845
5,11521 14240 2782,-17836
5,12293 2452,-17833
5,11283 2862,-17828
5,10042 7230,-17816
5,1542,-17777
5,11283 12870,-17741
5,10042 3962,-17715
5,11283 14691,-17709
5,10042 14961,-17688
5,14312,-17685
5,5582 7057 7230,-17679
5,14550 7057,-17676
5,16377 16954,-17636
5,1905 3938,-17619
5,12470,-17595
5,14550 7230,-17595
5,11521 14240 16265 2452,-17592
5,11521 12293,-17586
5,2122,-17574
5,14240 2452 2782,-17564
5,16954 2782,-17544
5,11064 6974,-17526
5,2452 2862,-17519
5,14691 5582,-17501
5,16265 16954,-17501
5,14240 5582 7057,-17494
5,14550 14961,-17487
5,10042 4306,-17485
5,6274,-17483
5,14550 8904,-17482
5,13728 16377,-17436
5,12293 14240,-17420
5,13651,-17399
5,11089 14240,-17348
5,11064 571,-17337
5,3962 4306,-17330
5,11521 3938,-17314
5,14240 16377,-17283
5,11521 2862,-17272
5,10042 5582 9628,-17263
5,14240 5582 7230,-17255
5,11521 14240 16954 2452,-17249
5,11064 2452,-17211
5,14691 2782,-17208
5,11521 14240 2452 9628,-17206
5,14240 14961 5582,-17206
5,14240 17157,-17202
5,16265 7057,-17179
5,11521 2452 4306,-17175
5,11521 13728 14240,-17153
5,14240 3938,-17149
5,11521 5582 7057,-17148
5,10042 11521 16954,-17141
5,11064 11521,-17131
5,3151,-17126
5,16265 7230,-17120
5,14691 4306,-17109
5,8764,-17105
5,10042 12293,-17097
5,12293 5732,-17080
5,10947 11089,-17070
5,14961 16265,-17062
5,11521 14621 2452,-17059
5,7057 9628,-17041
5,10042 16954 2452,-17016
5,11064 5926,-17015
5,14961 5582 7057,-17009
5,2782 4306,-17005
5,2452 3938,-16994
5,14454 457,-16978
5,12785,-16966
5,11089 1905,-16957
5,191,-16922
5,10947 11521 2452,-16913
5,17154,-16910
5,16377 3962,-16906
5,9254,-16879
5,14313 16377,-16871
5,11521 16265 2452 5582,-16870
5,14240 16265 9628,-16844
5,2452 5582 7057,-16837
5,11521 5582 7230,-16833
5,12293 2862,-16826
5,7230 9628,-16825
5,2660,-16822
5,2452 5582 7230,-16809
5,13728 14240 2452,-16808
5,14961 5582 7230,-16799
5,11521 16265 9628,-16793
5,14691 1905,-16783
5,14961 9628,-16779
5,14240 2862,-16769
5,14691 7057,-16764
5,1144,-16740
5,10947 11521 14240,-16739
5,11521 14240 16265 5582,-16726
5,10042 11781 16954,-16719
5,12870 2452,-16702
5,14050,-16702
5,13593,-16699
5,11283 11521 14240 2452,-16695
5,10042 14240 16954,-16690
5,10947 1905,-16685
5,9592,-16678
5,14691 7230,-16655
5,14691 16954,-16650
5,2452 6974,-16618
5,11521 12870,-16599
5,11521 14961 5582,-16599
5,12870 14240,-16581
5,11521 2452 5582 9628,-16569
5,13728 1905,-16560
5,16265 2452 9628,-16553
5,10042 13728,-16538
5,10947 14240 2452,-16531
5,16954 3962,-16525
5,11521 14240 2452 2782,-16498
5,14691 14961,-16496
5,10947 14621,-16495
5,14240 16265 2452 5582,-16493
5,11521 14240 5582 9628,-16479
5,10042 2862,-16474
5,14961 2452 5582,-16438
5,11521 14240 4306,-16420
5,10947 3938,-16410
5,11283 12293,-16399
5,16954 4306,-16384
5,11521 14240 14621,-16379
5,1905 2782,-16377
5,10042 17157,-16373
5,11521 6974,-16365
5,12161,-16361
5,11064 2862,-16345
5,16377 1905,-16338
5,10042 7057 7230,-16327
5,14240 5582 7057 7230,-16311
5,14550 16265,-16304
5,11521 14240 5582 7057,-16302
5,1905 4306,-16296
5,13359,-16276
5,14240 2452 4306,-16245
5,16147,-16226
5,17339,-16225
5,11283 4640,-16210
5,10042 16265 9628,-16208
5,10042 14240 7057,-16205
5,11089 11283,-16193
5,11064 14240,-16190
5,13728 16954,-16188
5,16954 5582 9628,-16188
5,14240 2452 5582 9628,-16184
5,14240 14621 2452,-16182
5,12605,-16158
5,10947 14550,-16135
5,13728 4306,-16118
5,14691 3962,-16114
5,14621 4306,-16112
5,3917,-16110
5,11089 11521 2452,-16101
5,14550 9628,-16096
5,11089 3938,-16091
5,8644,-16076
5,16128,-16065
5,10042 14240 14961,-16051
5,11521 2452 5582 7057,-16041
5,10042 14240 7230,-16028
5,16954 7057,-16028
5,14550 7057 7230,-16018
5,14240 2452 5582 7057,-16014
5,10042 16954 5582,-16009
5,11521 14240 5582 7230,-16004
5,14961 5582 7057 7230,-15989
5,7767,-15986
5,11521 5582 7057 7230,-15972
5,13673,-15966
5,17157 4306,-15944
5,15425,-15943
5,6205,-15932
5,14691 16265,-15930
5,2152,-15927
5,11283 8904,-15924
5,10042 11521 7057,-15917
5,14240 6974,-15905
5,9471,-15892
5,14240 2452 5582 7230,-15871
5,16954 7230,-15865
5,14240 14550 7057,-15864
5,16265 7057 7230,-15856
5,11283 3938,-15840
5,11521 14240 14961 5582,-15840
5,10042 14621,-15829
5,11521 2452 5582 7230,-15829
5,14240 16265 5582 9628,-15814
5,11521 13728 14240 2452,-15808
5,14961 16954,-15788
5,14621 16377,-15785
5,2452 5582 7057 7230,-15779
5,5515,-15768
5,14240 14961 5582 7057,-15761
5,10042 2452 7230,-15759
5,11521 16265 5582 9628,-15757
5,30,-15748
5,14240 16265 7057,-15733
5,14382,-15729
5,10042 2452 7057,-15721
5,313,-15720
5,11064 14691,-15717
5,12293 6974,-15714
5,14550 571,-15709
5,17560,-15708
5,1905 7057,-15708
5,11089 14550,-15698
5,10042 14961 7057,-15694
5,11521 14240 16265 2452 5582,-15690
5,14691 9628,-15690
5,14240 14550 14961,-15685
5,14240 14550 7230,-15683
5,10042 14550 16954,-15682
5,10042 11521 7230,-15664
5,14240 14961 2452 5582,-15647
5,11521 17157 2452,-15637
5,11283 6287,-15631
5,7057 7230 9628,-15620
5,14240 7057 9628,-15588
5,16265 16954 5582,-15581
5,14240 16265 7230,-15577
5,2782 3962,-15576
5,1905 7230,-15562
5,14149,-15553
5,10042 14961 7230,-15552
5,14240 14961 16265,-15550
5,16265 2452 5582 9628,-15548
5,11521 14550 7057,-15547
5,14240 14961 5582 7230,-15539
5,10042 11521 16954 2452,-15513
5,11521 14961 2452 5582,-15513
5,16265 5582 7057,-15513
5,11521 16377 2452,-15490
5,10947 11521 14240 2452,-15489
5,16452,-15485
5,10042 11521 14961,-15483
5,11064 11283,-15480
5,14691 17157,-15478
5,2452 7193,-15472
5,10042 14961 2452,-15465
5,14961 1905,-15463
5,11089 14621 3962,-15451
5,11521 12293 2452,-15451
5,12870 17157,-15448
5,6739,-15446
5,11521 14240 2452 5582 7057,-15444
5,11521 16265 7057,-15434
5,16265 5582 7230,-15434
5,11521 14240 2452 5582 9628,-15432
5,10042 16377,-15419
5,11283 5582,-15359
5,10042 12870,-15355
5,5582 7057 9628,-15353
5,2782 2862,-15344
5,14240 7230 9628,-15339
5,14550 2452 7057,-15338
5,14961 16265 5582,-15334
5,14550 2452 7230,-15330
5,11521 2452 2862,-15326
5,14550 14961 7057,-15326
5,3962 7057,-15324
5,11521 14961 5582 7057,-15322
5,11521 16265 2452 9628,-15312
5,11521 14240 5582 7057 7230,-15305
5,11283 14550 16377,-15301
5,10042 10947,-15285
5,11521 14550 7230,-15284
5,10774,-15278
5,10042 16265 5582 9628,-15274
5,14691 2862,-15273
5,14961 16265 7057,-15273
5,14691 7057 7230,-15268
5,10042 11521 5582,-15258
5,10042 14240 5582,-15258
5,11521 7057 9628,-15257
5,14240 14961 9628,-15257
5,11521 14240 14621 2452,-15255
5,14302,-15248
5,11089 11521 14240,-15241
5,11521 14240 16265 9628,-15238
5,14240 14691 7057,-15229
5,10042 2452 5582,-15226
5,11521 14240 2452 4306,-15224
5,3962 7230,-15224
5,11521 14240 2452 5582 7230,-15212
5,2782 5582,-15211
5,11521 16265 7230,-15182
5,11521 7193,-15172
5,5582 7230 9628,-15170
5,11521 11781,-15169
5,16377 6287,-15167
5,1905 5582,-15166
5,14313 2782,-15162
5,14961 16265 7230,-15153
5,16265 2452 7230,-15143
5,15922,-15142
5,16265 2452 7057,-15135
5,11521 14691 7057,-15134
5,14550 14961 7230,-15130
5,10042 11064,-15129
5,11521 2452 3938,-15127
5,10947 11283,-15126
5,10042 11521 14240 7057,-15123
5,3962 5582,-15117
5,8832,-15102
5,11521 2452 5582 7057 7230,-15100
5,14961 2452 5582 7057,-15098
5,14240 2452 5582 7057 7230,-15087
5,11521 14550 14961,-15084
5,14961 5582 9628,-15083
5,10042 14240 7057 7230,-15076
5,14621 16954,-15075
5,14550 5926,-15070
5,14240 14691 7230,-15067
5,11089 14240 2452,-15059
5,11521 14961 5582 7230,-15048
5,14961 7057 9628,-15045
5,10042 16954 9628,-15043
5,14961 3962,-15041
5,16377 2862,-15038
5,11521 14961 16265,-15034
5,14550 14961 2452,-15010
5,10042 11521 14240 16954,-15007
5,14240 14691 14961,-14993
5,3864,-14987
5,11521 14240 17157,-14986
5,11521 14240 14961 2452 5582,-14981
5,14961 2452 5582 7230,-14971
5,17627 2452,-14962
5,7416,-14955
5,2452 7057 9628,-14950
5,11521 7230 9628,-14948
5,14240 16265 2452 9628,-14945
5,10550,-14942
5,10042 11521 2452 7057,-14939
5,11521 12293 14240,-14937
5,14550 4640,-14927
5,14240 14961 5582 7057 7230,-14924
5,2342,-14908
5,11781 2452,-14901
5,14691 2452 7057,-14892
5,14691 2452 7230,-14892
5,11521 14691 7230,-14890
5,10042 14240 2452 7057,-14882
5,14961 16265 2452,-14870
5,13728 3962,-14867
5,10042 11521 14240 7230,-14864
5,12293 14240 2452,-14864
5,12293 12870,-14856
5,12293 2782,-14851
5,9051,-14841
5,14961 7230 9628,-14840
5,2452 7230 9628,-14840
5,2862 6974,-14822
5,4472,-14818
5,11283 7057,-14808
5,14240 7193,-14807
5,10042 14240 16954 2452,-14799
5,10042 14240 2452 7230,-14791
5,16265 16954 9628,-14791
5,14621 3938 3962,-14785
5,10042 11521 14240 14961,-14784
5,10042 16265 16954,-14774
5,11521 14240 14961 5582 7057,-14771
5,10042 14961 7057 7230,-14770
5,10042 11521 7057 7230,-14767
5,10042 11521 2452 7230,-14766
5,11521 17627,-14765
5,15296,-14758
5,14621 14691,-14754
5,11521 14961 9628,-14753
5,11064 11521 2452,-14748
5,14240 16265 7057 7230,-14743
5,11521 14240 16377,-14742
5,14240 17157 2452,-14740
5,11064 175,-14738
5,11521 14240 3938,-14729
5,12870 2782,-14721
5,2782 7057,-14721
5,13255,-14720
5,11521 14240 16265 7057,-14718
